Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa),soltotal (MJ/m^2/day),solslope (MJ/m^2/day)
521PS0161,-121.6191,39.9077,684,2024,2162.87,11.7,16.1,20.4,5.7,5.41,17.96,16.66,16.40
,,,,,,,,,,,,,
532SPC282,-120.5041,38.7349,1190,2006,1604.15,5.4,12.8,20.2,1.2,3.14,20.44,17.00,16.76
532SPC282,-120.5041,38.7349,1190,2007,863.06,5.7,13.2,20.8,0.3,3.36,21.33,18.47,18.19
532SPC282,-120.5041,38.7349,1190,2008,950.17,5.7,13.3,21.0,-0.4,3.96,22.72,18.45,18.17
532SPC282,-120.5041,38.7349,1190,2009,1183.47,5.4,13.0,20.5,0.5,3.13,21.27,17.91,17.64
532SPC282,-120.5041,38.7349,1190,2010,1838.71,5.3,12.0,18.8,2.1,2.42,17.21,16.53,16.31
532SPC282,-120.5041,38.7349,1190,2011,1254.52,4.2,11.5,18.7,0.9,2.25,17.89,17.35,17.07
532SPC282,-120.5041,38.7349,1190,2012,1555.06,4.9,12.5,20.1,0.8,2.85,20.25,17.69,17.43
532SPC282,-120.5041,38.7349,1190,2013,498.65,4.9,12.5,20.2,-0.3,3.26,19.99,18.81,18.50
532SPC282,-120.5041,38.7349,1190,2014,1131.03,6.1,13.5,20.9,1.2,3.22,20.61,18.09,17.82
532SPC282,-120.5041,38.7349,1190,2015,952.19,5.9,13.3,20.6,1.4,3.28,19.91,17.88,17.60
532SPC282,-120.5041,38.7349,1190,2016,1707.21,5.5,12.8,20.1,1.5,3.34,19.69,17.61,17.35
532SPC282,-120.5041,38.7349,1190,2017,2254.97,5.9,12.9,19.9,2.0,3.46,19.67,17.23,16.98
532SPC282,-120.5041,38.7349,1190,2018,1149.28,5.8,13.3,20.7,0.9,3.52,20.68,18.16,17.89
532SPC282,-120.5041,38.7349,1190,2019,1869.14,5.2,12.2,19.2,2.0,2.44,17.76,17.27,17.02
532SPC282,-120.5041,38.7349,1190,2020,854.35,6.5,13.9,21.1,1.0,3.67,21.55,18.16,17.87
532SPC282,-120.5041,38.7349,1190,2021,1323.11,6.6,13.6,20.5,0.9,3.76,21.49,18.22,17.95
532SPC282,-120.5041,38.7349,1190,2022,1143.26,6.4,13.4,20.5,0.4,4.05,21.08,18.62,18.31
532SPC282,-120.5041,38.7349,1190,2023,1612.09,6.1,12.1,18.2,2.2,2.69,16.06,17.57,17.31
532SPC282,-120.5041,38.7349,1190,2024,1228.92,6.7,13.1,19.4,2.6,3.12,18.26,18.05,17.79
,,,,,,,,,,,,,
532CRM206,-120.3065,38.5845,1589,2006,1463.63,2.8,10.7,18.5,-1.2,2.58,18.64,17.60,17.52
532CRM206,-120.3065,38.5845,1589,2007,801.08,3.8,11.6,19.4,-2.2,3.32,20.14,18.79,18.70
532CRM206,-120.3065,38.5845,1589,2008,967.73,3.3,11.3,19.2,-2.6,3.26,20.53,18.62,18.53
532CRM206,-120.3065,38.5845,1589,2009,1135.19,3.3,11.3,19.2,-1.5,2.83,19.86,18.28,18.20
532CRM206,-120.3065,38.5845,1589,2010,1725.18,3.0,10.3,17.5,-0.1,2.23,16.45,17.22,17.15
532CRM206,-120.3065,38.5845,1589,2011,1204.07,3.1,10.2,17.3,-1.3,2.26,16.92,17.69,17.60
532CRM206,-120.3065,38.5845,1589,2012,1394.47,3.7,11.3,18.8,-1.2,2.79,18.89,17.67,17.59
532CRM206,-120.3065,38.5845,1589,2013,456.60,3.3,11.1,18.8,-2.3,2.98,19.31,18.91,18.82
532CRM206,-120.3065,38.5845,1589,2014,1050.54,4.6,12.1,19.6,-0.9,3.21,19.38,18.25,18.17
532CRM206,-120.3065,38.5845,1589,2015,938.83,4.2,11.8,19.3,-0.5,3.17,18.69,17.72,17.63
532CRM206,-120.3065,38.5845,1589,2016,1465.70,3.8,11.2,18.7,-0.6,3.16,18.26,18.03,17.95
532CRM206,-120.3065,38.5845,1589,2017,2113.07,4.0,11.3,18.5,0.0,3.08,18.30,17.45,17.37
532CRM206,-120.3065,38.5845,1589,2018,1076.24,4.0,11.5,19.0,-1.2,3.53,18.66,17.95,17.87
532CRM206,-120.3065,38.5845,1589,2019,1712.00,3.1,10.1,17.1,-0.3,2.56,15.63,17.28,17.20
532CRM206,-120.3065,38.5845,1589,2020,703.94,4.2,11.8,19.3,-1.4,3.34,19.53,18.30,18.21
532CRM206,-120.3065,38.5845,1589,2021,1290.40,4.5,11.8,19.1,-0.9,3.49,19.91,18.27,18.19
532CRM206,-120.3065,38.5845,1589,2022,1044.16,4.6,11.7,18.7,-1.3,3.59,19.10,18.60,18.51
532CRM206,-120.3065,38.5845,1589,2023,1824.20,4.2,10.4,16.5,0.3,2.30,14.99,17.76,17.67
532CRM206,-120.3065,38.5845,1589,2024,1233.35,5.3,11.5,17.6,0.8,3.12,16.74,18.18,18.09
,,,,,,,,,,,,,
532CPC238,-120.4158,38.6803,1504,2006,1746.05,4.0,11.0,17.9,-0.1,2.88,17.43,17.28,17.64
532CPC238,-120.4158,38.6803,1504,2007,889.89,4.7,11.7,18.7,-1.0,3.50,18.87,18.65,19.07
532CPC238,-120.4158,38.6803,1504,2008,1032.67,4.5,11.6,18.7,-1.6,3.72,19.62,18.44,18.85
532CPC238,-120.4158,38.6803,1504,2009,1298.70,4.3,11.4,18.5,-0.6,2.84,18.42,18.12,18.52
532CPC238,-120.4158,38.6803,1504,2010,1882.39,4.0,10.4,16.8,0.9,2.27,14.82,16.86,17.19
532CPC238,-120.4158,38.6803,1504,2011,1361.77,4.0,10.4,16.8,-0.3,2.59,15.52,17.37,17.77
532CPC238,-120.4158,38.6803,1504,2012,1644.09,4.8,11.5,18.2,-0.3,3.15,17.50,17.56,17.93
532CPC238,-120.4158,38.6803,1504,2013,540.09,4.8,11.5,18.3,-1.4,3.48,17.80,18.80,19.26
532CPC238,-120.4158,38.6803,1504,2014,1170.99,6.0,12.5,19.0,0.0,3.62,17.72,18.09,18.48
532CPC238,-120.4158,38.6803,1504,2015,1006.91,5.6,12.1,18.6,0.4,3.59,17.20,17.67,18.06
532CPC238,-120.4158,38.6803,1504,2016,1743.49,5.2,11.6,18.0,0.4,3.49,16.67,17.68,18.06
532CPC238,-120.4158,38.6803,1504,2017,2480.98,5.4,11.7,17.9,1.0,3.67,17.18,17.47,17.83
532CPC238,-120.4158,38.6803,1504,2018,1267.07,5.3,11.9,18.4,-0.2,3.77,17.14,17.75,18.13
532CPC238,-120.4158,38.6803,1504,2019,1993.62,4.4,10.6,16.7,0.7,2.59,14.18,17.21,17.56
532CPC238,-120.4158,38.6803,1504,2020,889.77,5.7,12.3,18.9,-0.3,3.78,18.11,18.12,18.53
532CPC238,-120.4158,38.6803,1504,2021,1278.19,6.7,12.6,18.5,-0.2,4.60,18.55,18.16,18.54
532CPC238,-120.4158,38.6803,1504,2022,1090.66,6.6,12.4,18.2,-0.7,4.65,17.86,18.41,18.85
532CPC238,-120.4158,38.6803,1504,2023,1737.44,5.7,11.0,16.3,0.9,3.09,14.32,17.42,17.79
532CPC238,-120.4158,38.6803,1504,2024,1223.60,6.9,12.2,17.6,1.4,4.03,16.29,18.02,18.39
,,,,,,,,,,,,,
514PCAPC2,-120.5075,38.9069,1445,2006,1730.24,5.9,11.7,17.4,0.1,4.14,17.06,16.84,16.96
514PCAPC2,-120.5075,38.9069,1445,2007,996.28,6.6,12.4,18.2,-0.6,4.66,18.20,18.43,18.58
514PCAPC2,-120.5075,38.9069,1445,2008,1035.87,6.6,12.4,18.3,-1.4,5.34,19.28,18.36,18.51
514PCAPC2,-120.5075,38.9069,1445,2009,1243.97,6.4,12.2,17.9,-0.6,4.60,17.62,17.74,17.87
514PCAPC2,-120.5075,38.9069,1445,2010,1949.99,5.6,11.1,16.5,1.0,3.44,14.97,16.66,16.77
514PCAPC2,-120.5075,38.9069,1445,2011,1275.55,5.5,11.1,16.7,0.1,3.41,15.28,17.41,17.55
514PCAPC2,-120.5075,38.9069,1445,2012,1728.14,6.5,12.2,18.0,0.0,4.54,17.37,17.64,17.77
514PCAPC2,-120.5075,38.9069,1445,2013,516.93,6.7,12.5,18.3,-1.1,4.73,17.42,18.68,18.84
514PCAPC2,-120.5075,38.9069,1445,2014,1259.62,7.8,13.3,18.8,0.4,4.84,17.34,17.89,18.02
514PCAPC2,-120.5075,38.9069,1445,2015,963.63,7.6,13.1,18.7,0.5,4.77,17.11,17.55,17.69
514PCAPC2,-120.5075,38.9069,1445,2016,1882.55,7.1,12.5,17.9,0.6,4.61,16.49,17.42,17.54
514PCAPC2,-120.5075,38.9069,1445,2017,2441.69,7.2,12.6,17.9,1.1,4.53,16.63,17.15,17.27
514PCAPC2,-120.5075,38.9069,1445,2018,1230.74,7.2,12.8,18.3,0.0,4.89,17.08,17.97,18.10
514PCAPC2,-120.5075,38.9069,1445,2019,1964.93,6.6,11.7,16.8,1.0,3.91,14.49,17.16,17.28
514PCAPC2,-120.5075,38.9069,1445,2020,848.50,7.7,13.3,18.9,0.1,5.29,18.28,18.07,18.22
514PCAPC2,-120.5075,38.9069,1445,2021,1423.16,8.1,13.3,18.5,-0.3,5.23,18.50,18.27,18.41
514PCAPC2,-120.5075,38.9069,1445,2022,1119.32,7.7,13.0,18.3,-0.6,5.61,17.80,18.44,18.59
514PCAPC2,-120.5075,38.9069,1445,2023,1642.32,6.8,11.5,16.2,0.8,4.01,14.19,17.43,17.54
514PCAPC2,-120.5075,38.9069,1445,2024,1340.29,7.9,12.6,17.3,1.2,5.28,15.80,17.96,18.08
,,,,,,,,,,,,,
518RCNAPC,-121.4390,40.4002,1845,2006,1783.26,0.1,7.2,14.3,-2.5,1.75,13.72,16.49,16.74
518RCNAPC,-121.4390,40.4002,1845,2007,954.31,0.1,7.5,14.9,-3.2,1.72,14.39,17.57,17.87
518RCNAPC,-121.4390,40.4002,1845,2008,1137.44,-0.1,7.4,14.8,-3.9,2.08,15.05,17.53,17.83
518RCNAPC,-121.4390,40.4002,1845,2009,1369.74,0.0,7.4,14.7,-3.3,2.11,14.62,17.19,17.49
518RCNAPC,-121.4390,40.4002,1845,2010,2080.18,0.1,6.8,13.5,-2.1,1.59,12.55,16.46,16.71
518RCNAPC,-121.4390,40.4002,1845,2011,1373.42,-0.2,6.8,13.8,-2.9,1.56,12.71,16.87,17.16
518RCNAPC,-121.4390,40.4002,1845,2012,1983.00,0.7,7.7,14.8,-3.1,2.17,14.34,17.23,17.51
518RCNAPC,-121.4390,40.4002,1845,2013,569.44,0.5,7.9,15.4,-3.7,1.99,14.72,18.01,18.35
518RCNAPC,-121.4390,40.4002,1845,2014,1815.15,1.9,8.8,15.8,-2.0,2.04,14.72,17.33,17.61
518RCNAPC,-121.4390,40.4002,1845,2015,984.52,1.8,8.9,15.9,-1.6,1.99,14.66,17.27,17.57
518RCNAPC,-121.4390,40.4002,1845,2016,2226.49,1.1,7.9,14.8,-1.5,1.80,13.54,17.11,17.38
518RCNAPC,-121.4390,40.4002,1845,2017,2096.87,1.3,8.1,14.9,-1.5,1.91,14.19,16.95,17.21
518RCNAPC,-121.4390,40.4002,1845,2018,1248.06,0.7,8.0,15.2,-2.3,2.00,14.24,17.22,17.50
518RCNAPC,-121.4390,40.4002,1845,2019,1999.89,0.3,7.1,13.9,-1.6,1.45,12.33,17.02,17.29
518RCNAPC,-121.4390,40.4002,1845,2020,801.63,1.2,8.5,15.8,-2.6,2.10,15.35,17.68,18.00
518RCNAPC,-121.4390,40.4002,1845,2021,1087.90,1.1,8.2,15.3,-2.9,2.28,15.16,17.48,17.77
518RCNAPC,-121.4390,40.4002,1845,2022,849.48,0.9,7.9,15.0,-3.4,2.40,14.63,17.96,18.30
518RCNAPC,-121.4390,40.4002,1845,2023,1392.39,-0.2,6.6,13.4,-1.8,1.31,11.97,17.23,17.52
518RCNAPC,-121.4390,40.4002,1845,2024,1686.24,0.8,7.5,14.1,-1.7,1.96,13.19,17.39,17.67
,,,,,,,,,,,,,
518CPCRCR,-121.2710,40.0055,823,2006,1550.62,5.0,12.3,19.7,1.8,2.31,19.61,15.77,16.70
518CPCRCR,-121.2710,40.0055,823,2007,824.49,4.4,12.5,20.5,0.7,2.39,20.60,16.71,17.87
518CPCRCR,-121.2710,40.0055,823,2008,956.16,4.5,12.3,20.2,0.1,2.92,21.63,16.74,17.90
518CPCRCR,-121.2710,40.0055,823,2009,1141.46,4.8,12.5,20.1,1.0,2.79,21.09,16.54,17.68
518CPCRCR,-121.2710,40.0055,823,2010,1685.76,4.9,11.8,18.8,2.5,1.91,17.66,15.76,16.67
518CPCRCR,-121.2710,40.0055,823,2011,1197.60,4.1,11.3,18.4,1.3,2.03,17.32,16.10,17.16
518CPCRCR,-121.2710,40.0055,823,2012,1734.82,4.9,12.5,20.1,0.9,2.65,20.61,16.43,17.50
518CPCRCR,-121.2710,40.0055,823,2013,369.64,4.4,12.4,20.3,0.0,2.54,20.69,17.05,18.35
518CPCRCR,-121.2710,40.0055,823,2014,1312.49,6.1,13.7,21.3,2.1,2.69,21.16,16.45,17.55
518CPCRCR,-121.2710,40.0055,823,2015,730.44,5.8,13.5,21.2,2.3,2.45,20.89,16.49,17.63
518CPCRCR,-121.2710,40.0055,823,2016,1821.95,5.6,12.8,20.1,2.6,2.26,19.33,16.30,17.33
518CPCRCR,-121.2710,40.0055,823,2017,1944.30,5.7,12.9,20.1,2.7,2.43,19.83,16.23,17.26
518CPCRCR,-121.2710,40.0055,823,2018,1083.48,5.1,12.8,20.6,1.6,2.53,20.51,16.33,17.38
518CPCRCR,-121.2710,40.0055,823,2019,1820.11,4.9,12.0,19.1,2.4,2.02,17.83,15.98,16.96
518CPCRCR,-121.2710,40.0055,823,2020,637.58,5.2,13.2,21.2,1.4,2.51,21.83,16.77,17.96
518CPCRCR,-121.2710,40.0055,823,2021,1125.05,5.5,13.3,21.0,0.3,2.70,23.07,16.69,17.81
518CPCRCR,-121.2710,40.0055,823,2022,829.96,6.1,13.5,20.8,0.0,4.24,22.93,17.14,18.46
518CPCRCR,-121.2710,40.0055,823,2023,1426.64,7.4,13.5,19.5,2.2,3.74,19.18,16.44,17.55
518CPCRCR,-121.2710,40.0055,823,2024,1659.24,9.3,15.0,20.8,3.6,4.31,21.02,16.53,17.55
,,,,,,,,,,,,,
518CCCACN,-121.5106,39.7861,625,2006,1787.58,9.7,15.8,22.0,4.2,4.75,22.36,16.30,16.35
518CCCACN,-121.5106,39.7861,625,2007,1006.63,9.7,16.2,22.7,3.3,4.71,23.18,17.50,17.56
518CCCACN,-121.5106,39.7861,625,2008,1036.05,9.6,16.2,22.7,2.5,5.57,24.24,17.12,17.18
518CCCACN,-121.5106,39.7861,625,2009,1317.33,10.0,15.9,21.7,3.3,5.38,21.39,16.76,16.81
518CCCACN,-121.5106,39.7861,625,2010,2029.03,9.7,14.9,20.2,5.2,3.98,17.87,16.38,16.43
518CCCACN,-121.5106,39.7861,625,2011,1337.25,9.2,14.7,20.1,3.9,4.19,17.88,16.80,16.86
518CCCACN,-121.5106,39.7861,625,2012,1923.30,10.4,15.9,21.5,3.7,5.42,21.16,16.96,17.01
518CCCACN,-121.5106,39.7861,625,2013,447.11,10.3,16.3,22.3,2.6,5.60,21.75,17.94,18.00
518CCCACN,-121.5106,39.7861,625,2014,1587.34,11.8,17.3,22.8,4.5,5.81,22.09,16.97,17.02
518CCCACN,-121.5106,39.7861,625,2015,727.47,11.3,17.1,23.0,4.4,5.52,22.35,17.31,17.37
518CCCACN,-121.5106,39.7861,625,2016,2140.11,10.8,16.3,21.8,5.0,5.06,20.56,16.80,16.85
518CCCACN,-121.5106,39.7861,625,2017,1972.55,11.1,16.6,22.1,5.0,5.29,21.30,16.60,16.66
518CCCACN,-121.5106,39.7861,625,2018,1190.24,11.0,16.7,22.4,3.8,5.69,21.92,17.40,17.46
518CCCACN,-121.5106,39.7861,625,2019,1981.38,10.7,15.8,20.9,4.5,4.84,18.98,16.58,16.63
518CCCACN,-121.5106,39.7861,625,2020,678.47,11.7,17.1,22.5,3.6,6.33,22.28,17.47,17.53
518CCCACN,-121.5106,39.7861,625,2021,1298.31,12.2,17.1,22.1,3.5,6.89,22.33,17.62,17.68
518CCCACN,-121.5106,39.7861,625,2022,906.84,12.0,17.1,22.2,3.2,7.25,22.34,18.02,18.08
518CCCACN,-121.5106,39.7861,625,2023,1500.37,11.1,15.7,20.3,5.2,4.95,17.76,17.12,17.17
518CCCACN,-121.5106,39.7861,625,2024,1937.89,12.3,16.6,20.9,5.7,5.68,19.00,17.18,17.23
,,,,,,,,,,,,,
518FC1350,-121.1254,40.1109,1235,2006,1080.81,3.7,10.4,17.0,-0.2,2.60,17.72,16.39,16.80
518FC1350,-121.1254,40.1109,1235,2007,561.89,3.2,10.4,17.7,-1.3,2.58,18.50,17.52,18.00
518FC1350,-121.1254,40.1109,1235,2008,714.76,3.4,10.5,17.6,-1.8,3.21,19.45,17.59,18.08
518FC1350,-121.1254,40.1109,1235,2009,787.19,3.3,10.3,17.4,-0.9,2.98,18.99,17.35,17.85
518FC1350,-121.1254,40.1109,1235,2010,1156.07,3.4,9.8,16.1,0.6,2.29,15.87,16.59,16.99
518FC1350,-121.1254,40.1109,1235,2011,788.65,3.1,9.5,15.9,-0.5,2.39,15.51,16.94,17.41
518FC1350,-121.1254,40.1109,1235,2012,1192.46,4.0,10.9,17.8,-0.9,3.19,18.71,17.24,17.70
518FC1350,-121.1254,40.1109,1235,2013,281.86,4.4,11.5,18.5,-1.8,3.44,19.04,18.00,18.56
518FC1350,-121.1254,40.1109,1235,2014,839.22,5.4,12.2,19.0,0.3,3.29,19.18,17.36,17.84
518FC1350,-121.1254,40.1109,1235,2015,528.88,5.0,12.1,19.2,0.6,2.96,19.30,17.29,17.78
518FC1350,-121.1254,40.1109,1235,2016,1203.23,4.5,11.2,17.9,0.7,2.77,17.85,17.09,17.53
518FC1350,-121.1254,40.1109,1235,2017,1310.21,4.8,11.3,17.9,0.8,2.91,18.19,16.87,17.30
518FC1350,-121.1254,40.1109,1235,2018,712.45,4.5,11.4,18.3,-0.2,3.17,18.61,17.12,17.58
518FC1350,-121.1254,40.1109,1235,2019,1233.61,4.4,10.6,16.8,0.6,2.71,16.02,16.81,17.24
518FC1350,-121.1254,40.1109,1235,2020,468.45,5.3,12.2,19.0,-0.4,3.66,19.81,17.68,18.20
518FC1350,-121.1254,40.1109,1235,2021,877.58,3.8,11.2,18.6,-1.1,2.58,19.85,17.42,17.90
518FC1350,-121.1254,40.1109,1235,2022,656.40,4.3,11.3,18.3,-1.4,3.87,19.42,17.97,18.52
518FC1350,-121.1254,40.1109,1235,2023,1053.92,4.0,10.3,16.6,0.7,2.44,15.95,17.20,17.68
518FC1350,-121.1254,40.1109,1235,2024,1123.92,5.1,11.3,17.6,1.6,2.38,17.54,17.37,17.82
,,,,,,,,,,,,,
518YLCAFR,-121.2475,40.0121,765,2006,1345.15,4.9,12.5,20.1,2.0,2.09,20.26,16.28,16.07
518YLCAFR,-121.2475,40.0121,765,2007,711.71,4.5,12.7,20.9,0.9,2.35,21.35,17.28,17.06
518YLCAFR,-121.2475,40.0121,765,2008,836.15,4.4,12.5,20.6,0.3,2.70,22.32,17.29,17.07
518YLCAFR,-121.2475,40.0121,765,2009,981.35,4.8,12.7,20.6,1.2,2.55,21.66,17.09,16.88
518YLCAFR,-121.2475,40.0121,765,2010,1449.32,5.0,12.1,19.2,2.8,1.79,18.17,16.26,16.06
518YLCAFR,-121.2475,40.0121,765,2011,1026.95,4.1,11.4,18.7,1.6,1.84,17.71,16.57,16.34
518YLCAFR,-121.2475,40.0121,765,2012,1500.98,4.8,12.6,20.4,1.2,2.45,21.21,16.95,16.75
518YLCAFR,-121.2475,40.0121,765,2013,326.25,4.0,12.3,20.6,0.2,2.37,21.21,17.68,17.44
518YLCAFR,-121.2475,40.0121,765,2014,1118.75,5.7,13.7,21.7,2.3,2.33,21.78,17.02,16.82
518YLCAFR,-121.2475,40.0121,765,2015,641.73,5.4,13.5,21.5,2.6,2.10,21.31,17.08,16.85
518YLCAFR,-121.2475,40.0121,765,2016,1586.55,5.5,13.0,20.5,2.8,2.05,19.86,16.86,16.66
518YLCAFR,-121.2475,40.0121,765,2017,1682.21,5.6,13.0,20.4,2.9,2.19,20.37,16.76,16.55
518YLCAFR,-121.2475,40.0121,765,2018,943.15,4.9,12.9,20.9,1.8,2.32,20.97,16.83,16.62
518YLCAFR,-121.2475,40.0121,765,2019,1568.10,4.9,12.2,19.5,2.6,1.83,18.35,16.47,16.27
518YLCAFR,-121.2475,40.0121,765,2020,564.02,5.1,13.4,21.6,1.7,2.30,22.38,17.31,17.08
518YLCAFR,-121.2475,40.0121,765,2021,1046.18,5.5,13.5,21.6,1.1,2.28,23.79,17.15,16.94
518YLCAFR,-121.2475,40.0121,765,2022,763.84,5.8,13.6,21.4,0.8,3.62,23.51,17.59,17.35
518YLCAFR,-121.2475,40.0121,765,2023,1300.67,6.8,13.4,20.1,3.1,2.82,19.72,16.90,16.70
518YLCAFR,-121.2475,40.0121,765,2024,1489.48,8.8,15.2,21.5,4.2,3.28,22.10,17.06,16.88
,,,,,,,,,,,,,
518MCGRRx,-121.3937,39.6543,678,2006,1828.49,9.7,15.6,21.6,4.3,4.83,21.76,16.40,16.46
518MCGRRx,-121.3937,39.6543,678,2007,1077.94,9.9,16.1,22.3,3.4,5.01,22.58,17.70,17.78
518MCGRRx,-121.3937,39.6543,678,2008,1050.07,9.6,16.0,22.3,2.6,5.70,23.66,17.36,17.43
518MCGRRx,-121.3937,39.6543,678,2009,1281.79,9.7,15.7,21.6,3.4,5.33,21.34,16.96,17.03
518MCGRRx,-121.3937,39.6543,678,2010,2114.29,9.2,14.7,20.1,5.1,3.91,17.82,16.44,16.50
518MCGRRx,-121.3937,39.6543,678,2011,1396.00,9.0,14.5,20.1,3.9,4.11,18.03,16.86,16.93
518MCGRRx,-121.3937,39.6543,678,2012,2063.02,10.3,15.8,21.3,3.6,5.61,21.16,17.21,17.27
518MCGRRx,-121.3937,39.6543,678,2013,454.00,10.2,16.2,22.3,2.7,5.70,21.85,18.18,18.26
518MCGRRx,-121.3937,39.6543,678,2014,1587.26,11.7,17.2,22.6,4.5,5.97,22.07,17.14,17.21
518MCGRRx,-121.3937,39.6543,678,2015,759.07,11.1,16.9,22.8,4.4,5.55,22.36,17.52,17.60
518MCGRRx,-121.3937,39.6543,678,2016,2136.83,10.4,16.1,21.6,5.0,5.04,20.58,16.96,17.03
518MCGRRx,-121.3937,39.6543,678,2017,2083.64,10.8,16.3,21.9,5.1,5.29,21.21,16.74,16.81
518MCGRRx,-121.3937,39.6543,678,2018,1248.21,10.9,16.6,22.4,3.9,5.80,21.99,17.50,17.58
518MCGRRx,-121.3937,39.6543,678,2019,1976.35,10.6,15.7,20.9,4.7,4.96,19.33,16.64,16.71
518MCGRRx,-121.3937,39.6543,678,2020,719.79,11.7,17.2,22.7,3.7,6.55,23.02,17.46,17.53
518MCGRRx,-121.3937,39.6543,678,2021,1349.46,11.6,16.9,22.3,3.4,6.51,23.11,17.83,17.91
518MCGRRx,-121.3937,39.6543,678,2022,1011.13,11.3,16.8,22.4,3.0,6.66,23.13,18.12,18.20
518MCGRRx,-121.3937,39.6543,678,2023,1586.96,10.4,15.3,20.3,4.8,4.91,18.29,17.22,17.29
518MCGRRx,-121.3937,39.6543,678,2024,1945.89,11.4,16.0,20.7,5.4,5.43,18.89,17.29,17.36
,,,,,,,,,,,,,
518CMC383,-121.4276,39.8378,879,2006,1917.31,8.1,14.0,19.9,3.0,4.31,19.19,16.00,16.70
518CMC383,-121.4276,39.8378,879,2007,1069.55,8.0,14.4,20.7,2.1,4.30,20.10,17.08,17.93
518CMC383,-121.4276,39.8378,879,2008,1171.61,7.9,14.4,20.8,1.2,5.32,21.23,17.05,17.91
518CMC383,-121.4276,39.8378,879,2009,1448.19,8.1,14.2,20.3,1.9,5.06,19.58,16.78,17.60
518CMC383,-121.4276,39.8378,879,2010,2247.27,7.5,13.1,18.7,3.7,3.46,16.29,15.84,16.47
518CMC383,-121.4276,39.8378,879,2011,1469.64,7.4,13.1,18.8,2.5,3.73,16.55,16.11,16.90
518CMC383,-121.4276,39.8378,879,2012,2183.91,8.6,14.3,20.1,2.3,4.93,19.44,16.62,17.37
518CMC383,-121.4276,39.8378,879,2013,456.40,8.8,14.9,20.9,1.3,5.31,19.95,17.52,18.49
518CMC383,-121.4276,39.8378,879,2014,1671.58,9.8,15.5,21.3,3.2,5.06,20.16,16.66,17.45
518CMC383,-121.4276,39.8378,879,2015,841.48,9.3,15.4,21.5,3.2,4.63,20.38,17.07,17.92
518CMC383,-121.4276,39.8378,879,2016,2274.17,9.0,14.6,20.3,3.6,4.73,18.79,16.45,17.19
518CMC383,-121.4276,39.8378,879,2017,2301.99,9.2,14.8,20.4,3.7,4.78,19.31,16.34,17.07
518CMC383,-121.4276,39.8378,879,2018,1305.95,9.2,15.1,20.9,2.5,5.23,19.80,16.62,17.38
518CMC383,-121.4276,39.8378,879,2019,2207.03,8.5,14.0,19.4,3.3,4.15,17.22,16.31,17.03
518CMC383,-121.4276,39.8378,879,2020,749.80,10.2,15.8,21.3,2.3,6.07,20.71,16.91,17.77
518CMC383,-121.4276,39.8378,879,2021,1437.17,10.2,15.6,21.0,2.1,6.20,21.50,17.09,17.90
518CMC383,-121.4276,39.8378,879,2022,1032.03,9.7,15.3,20.8,1.5,6.02,20.76,17.37,18.33
518CMC383,-121.4276,39.8378,879,2023,1719.52,9.2,14.0,18.9,3.7,4.40,16.41,16.55,17.33
518CMC383,-121.4276,39.8378,879,2024,2096.10,10.4,14.7,19.0,4.0,5.39,16.80,16.65,17.37
,,,,,,,,,,,,,
518FALL01,-121.4991,39.8529,912,2006,2062.38,7.8,13.9,20.0,2.8,4.28,19.51,16.09,15.92
518FALL01,-121.4991,39.8529,912,2007,1152.19,7.9,14.3,20.7,1.9,4.35,20.26,17.28,17.10
518FALL01,-121.4991,39.8529,912,2008,1274.26,7.7,14.3,20.9,0.9,5.33,21.51,17.05,16.86
518FALL01,-121.4991,39.8529,912,2009,1622.95,7.9,14.1,20.3,1.7,5.15,19.55,16.78,16.61
518FALL01,-121.4991,39.8529,912,2010,2489.18,7.3,13.0,18.7,3.4,3.47,16.52,16.14,15.98
518FALL01,-121.4991,39.8529,912,2011,1578.36,7.2,13.0,18.8,2.2,3.77,16.65,16.51,16.33
518FALL01,-121.4991,39.8529,912,2012,2403.64,8.4,14.2,20.0,2.0,4.98,19.56,16.81,16.64
518FALL01,-121.4991,39.8529,912,2013,487.79,8.7,14.8,20.9,1.0,5.44,20.11,17.66,17.47
518FALL01,-121.4991,39.8529,912,2014,1838.64,9.5,15.5,21.5,2.9,5.15,20.79,16.74,16.57
518FALL01,-121.4991,39.8529,912,2015,909.32,9.0,15.3,21.7,2.8,4.73,21.00,17.09,16.90
518FALL01,-121.4991,39.8529,912,2016,2471.35,8.8,14.6,20.4,3.3,4.87,19.29,16.56,16.39
518FALL01,-121.4991,39.8529,912,2017,2485.15,9.0,14.8,20.7,3.3,4.81,19.99,16.45,16.28
518FALL01,-121.4991,39.8529,912,2018,1393.70,9.1,15.0,21.0,2.2,5.37,20.21,17.06,16.88
518FALL01,-121.4991,39.8529,912,2019,2406.74,8.3,13.9,19.6,3.0,4.22,17.87,16.38,16.21
518FALL01,-121.4991,39.8529,912,2020,805.98,10.2,15.7,21.2,2.0,6.24,20.93,17.14,16.95
518FALL01,-121.4991,39.8529,912,2021,1614.71,10.1,15.5,20.9,1.8,6.27,21.12,17.34,17.17
