Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa),soltotal (MJ/m^2/day),solslope (MJ/m^2/day)
507SHA011,-121.8992,40.4374,560,2023,971.79,9.2,15.7,22.1,3.9,4.29,23.18,17.02,17.18
507SHA011,-121.8992,40.4374,560,2024,1156.57,10.2,16.4,22.6,4.7,5.09,23.50,16.90,17.04
,,,,,,,,,,,,,
507SHA034,-121.8430,40.4761,946,2006,1237.32,8.6,14.3,19.9,2.9,4.78,19.68,15.96,16.47
507SHA034,-121.8430,40.4761,946,2007,684.77,8.6,14.6,20.7,2.3,4.54,20.40,16.92,17.50
507SHA034,-121.8430,40.4761,946,2008,651.99,8.6,14.8,21.0,1.0,5.72,22.39,17.03,17.63
507SHA034,-121.8430,40.4761,946,2009,774.24,8.6,14.7,20.8,1.8,5.28,21.36,16.81,17.39
507SHA034,-121.8430,40.4761,946,2010,1293.56,8.0,13.5,19.1,3.5,3.85,17.70,15.56,16.00
507SHA034,-121.8430,40.4761,946,2011,891.58,8.0,13.8,19.6,2.4,4.09,18.29,16.22,16.79
507SHA034,-121.8430,40.4761,946,2012,1165.96,8.7,14.6,20.6,2.2,5.05,21.03,16.67,17.22
507SHA034,-121.8430,40.4761,946,2013,422.96,9.2,15.3,21.5,1.2,5.45,21.79,17.61,18.28
507SHA034,-121.8430,40.4761,946,2014,1229.57,10.4,15.9,21.5,2.8,5.71,21.62,16.66,17.22
507SHA034,-121.8430,40.4761,946,2015,618.56,10.1,15.9,21.6,3.1,5.38,21.47,17.03,17.63
507SHA034,-121.8430,40.4761,946,2016,1428.05,9.7,15.0,20.3,3.8,4.89,19.48,16.39,16.91
507SHA034,-121.8430,40.4761,946,2017,1144.34,9.8,15.3,20.7,3.3,5.40,20.91,16.28,16.79
507SHA034,-121.8430,40.4761,946,2018,890.29,9.9,15.5,21.0,2.4,5.58,20.92,16.60,17.15
507SHA034,-121.8430,40.4761,946,2019,1292.23,9.0,14.3,19.7,3.3,4.46,18.46,16.36,16.89
507SHA034,-121.8430,40.4761,946,2020,606.52,10.1,15.9,21.7,2.3,5.87,22.40,16.88,17.47
507SHA034,-121.8430,40.4761,946,2021,932.24,9.7,15.5,21.3,1.7,6.03,22.63,16.92,17.48
507SHA034,-121.8430,40.4761,946,2022,676.61,9.2,15.1,21.1,1.1,5.93,21.85,17.06,17.71
507SHA034,-121.8430,40.4761,946,2023,1126.91,8.5,13.9,19.2,2.9,4.38,17.83,16.79,17.35
507SHA034,-121.8430,40.4761,946,2024,1407.07,9.7,14.6,19.6,3.4,5.30,18.58,16.68,17.20
,,,,,,,,,,,,,
507SHA037,-121.6917,40.4554,1324,2006,1324.52,4.2,11.0,17.8,0.6,2.79,17.16,16.33,16.34
507SHA037,-121.6917,40.4554,1324,2007,691.67,4.2,11.4,18.5,0.1,2.59,17.86,17.30,17.30
507SHA037,-121.6917,40.4554,1324,2008,722.08,4.1,11.4,18.8,-1.0,3.37,19.39,17.44,17.45
507SHA037,-121.6917,40.4554,1324,2009,893.89,4.1,11.3,18.5,-0.4,3.12,18.49,17.16,17.17
507SHA037,-121.6917,40.4554,1324,2010,1397.33,3.9,10.5,17.1,1.0,2.54,15.86,16.10,16.10
507SHA037,-121.6917,40.4554,1324,2011,994.71,3.7,10.6,17.5,0.1,2.53,16.29,16.65,16.65
507SHA037,-121.6917,40.4554,1324,2012,1269.19,4.5,11.4,18.4,0.1,3.20,18.21,17.00,17.01
507SHA037,-121.6917,40.4554,1324,2013,462.44,4.4,11.7,19.0,-0.9,3.13,18.46,17.87,17.88
507SHA037,-121.6917,40.4554,1324,2014,1295.93,5.9,12.6,19.2,0.8,3.29,18.34,16.99,16.99
507SHA037,-121.6917,40.4554,1324,2015,674.51,5.6,12.5,19.3,1.1,3.10,18.19,17.13,17.13
507SHA037,-121.6917,40.4554,1324,2016,1583.18,5.1,11.6,18.1,1.6,2.87,16.72,16.74,16.75
507SHA037,-121.6917,40.4554,1324,2017,1312.93,5.3,11.9,18.4,1.1,3.20,17.96,16.67,16.68
507SHA037,-121.6917,40.4554,1324,2018,970.91,5.0,11.9,18.8,0.4,3.37,17.91,16.94,16.94
507SHA037,-121.6917,40.4554,1324,2019,1394.84,4.4,10.9,17.5,1.2,2.57,15.64,16.69,16.69
507SHA037,-121.6917,40.4554,1324,2020,676.94,5.1,12.3,19.4,0.2,3.27,19.24,17.27,17.28
507SHA037,-121.6917,40.4554,1324,2021,1031.99,4.9,11.9,18.9,-0.2,3.35,19.39,17.33,17.33
507SHA037,-121.6917,40.4554,1324,2022,791.69,4.8,11.8,18.8,-0.7,3.62,18.88,17.54,17.54
507SHA037,-121.6917,40.4554,1324,2023,1281.43,3.9,10.4,16.9,0.9,2.27,15.25,16.97,16.99
507SHA037,-121.6917,40.4554,1324,2024,1596.90,4.6,11.0,17.3,1.5,2.56,15.78,16.90,16.90
,,,,,,,,,,,,,
507SHA053,-121.8436,40.3906,572,2006,1066.22,7.8,15.1,22.4,4.0,3.49,24.40,16.20,16.50
507SHA053,-121.8436,40.3906,572,2007,592.94,7.4,15.2,23.1,3.3,3.18,24.59,16.97,17.31
507SHA053,-121.8436,40.3906,572,2008,558.20,7.5,15.4,23.3,2.2,4.40,26.59,17.03,17.38
507SHA053,-121.8436,40.3906,572,2009,695.09,7.6,15.3,23.0,3.0,3.98,25.48,16.88,17.22
507SHA053,-121.8436,40.3906,572,2010,1126.07,7.8,14.5,21.3,4.8,3.10,21.21,15.88,16.15
507SHA053,-121.8436,40.3906,572,2011,823.45,7.1,14.4,21.7,3.6,3.01,22.01,16.35,16.68
507SHA053,-121.8436,40.3906,572,2012,1048.58,7.6,15.3,23.0,3.3,3.82,25.52,16.76,17.08
507SHA053,-121.8436,40.3906,572,2013,363.57,7.3,15.6,23.8,2.2,4.02,26.32,17.50,17.89
507SHA053,-121.8436,40.3906,572,2014,1098.12,9.0,16.6,24.2,4.0,4.17,26.37,16.53,16.85
507SHA053,-121.8436,40.3906,572,2015,513.38,9.0,16.7,24.4,4.3,3.98,26.66,16.95,17.30
507SHA053,-121.8436,40.3906,572,2016,1233.01,8.8,15.9,23.0,5.1,3.48,24.11,16.46,16.77
507SHA053,-121.8436,40.3906,572,2017,971.84,8.6,16.0,23.3,4.6,3.78,25.55,16.38,16.68
507SHA053,-121.8436,40.3906,572,2018,775.82,8.0,15.8,23.6,3.6,3.76,25.58,16.93,17.26
507SHA053,-121.8436,40.3906,572,2019,1110.59,8.2,15.4,22.5,4.3,3.44,23.70,16.40,16.71
507SHA053,-121.8436,40.3906,572,2020,507.33,8.4,16.3,24.2,3.5,4.06,27.18,17.06,17.42
507SHA053,-121.8436,40.3906,572,2021,794.51,9.2,16.7,24.1,3.0,4.34,28.21,17.20,17.54
507SHA053,-121.8436,40.3906,572,2022,556.79,9.0,16.6,24.2,2.1,5.10,28.11,17.35,17.74
507SHA053,-121.8436,40.3906,572,2023,983.33,9.0,15.6,22.3,4.2,3.84,23.12,16.92,17.25
507SHA053,-121.8436,40.3906,572,2024,1229.82,9.9,16.2,22.6,5.0,4.68,23.42,16.82,17.13
,,,,,,,,,,,,,
507SHA201,-121.8324,40.4529,778,2006,1099.29,8.4,14.7,21.0,3.4,4.04,21.23,16.14,16.25
507SHA201,-121.8324,40.4529,778,2007,635.50,8.2,15.0,21.7,2.7,3.73,21.73,16.99,17.12
507SHA201,-121.8324,40.4529,778,2008,551.71,8.3,15.2,22.0,1.5,5.15,24.20,17.18,17.31
507SHA201,-121.8324,40.4529,778,2009,699.18,8.3,15.1,21.8,2.4,4.65,23.17,16.98,17.11
507SHA201,-121.8324,40.4529,778,2010,1149.55,8.0,14.0,20.0,4.1,3.67,19.03,15.83,15.93
507SHA201,-121.8324,40.4529,778,2011,817.57,7.8,14.1,20.5,3.1,3.63,19.74,16.36,16.49
507SHA201,-121.8324,40.4529,778,2012,1061.32,8.4,15.1,21.7,2.7,4.40,23.03,16.87,16.99
507SHA201,-121.8324,40.4529,778,2013,380.70,8.5,15.7,22.9,1.7,4.74,23.94,17.72,17.87
507SHA201,-121.8324,40.4529,778,2014,1137.69,9.9,16.4,22.8,3.4,5.06,23.79,16.73,16.85
507SHA201,-121.8324,40.4529,778,2015,540.85,9.7,16.3,23.0,3.7,4.64,23.77,17.15,17.28
507SHA201,-121.8324,40.4529,778,2016,1267.87,9.3,15.4,21.5,4.4,4.17,21.38,16.50,16.61
507SHA201,-121.8324,40.4529,778,2017,988.34,9.3,15.6,21.8,4.0,4.56,22.68,16.43,16.54
507SHA201,-121.8324,40.4529,778,2018,796.52,9.4,15.8,22.2,3.1,4.77,22.76,16.79,16.91
507SHA201,-121.8324,40.4529,778,2019,1163.78,8.6,14.8,21.1,3.8,3.87,20.65,16.46,16.57
507SHA201,-121.8324,40.4529,778,2020,536.78,9.2,16.0,22.8,2.9,4.80,24.17,17.00,17.12
507SHA201,-121.8324,40.4529,778,2021,806.72,9.1,15.7,22.4,2.3,4.87,24.66,17.06,17.18
507SHA201,-121.8324,40.4529,778,2022,560.08,9.3,15.8,22.4,1.5,5.73,24.36,17.27,17.41
507SHA201,-121.8324,40.4529,778,2023,1007.83,8.8,14.6,20.4,3.4,4.33,19.96,16.94,17.07
507SHA201,-121.8324,40.4529,778,2024,1209.94,9.7,15.3,21.0,4.3,4.95,20.56,16.78,16.90
,,,,,,,,,,,,,
534SED001,-119.7994,38.4074,1909,2006,1487.65,-0.3,8.2,16.7,-5.2,2.57,17.68,18.21,19.21
534SED001,-119.7994,38.4074,1909,2007,787.47,0.5,8.8,17.2,-5.9,3.25,18.28,18.86,19.99
534SED001,-119.7994,38.4074,1909,2008,1119.40,0.3,8.4,16.5,-5.9,3.02,17.63,18.72,19.82
534SED001,-119.7994,38.4074,1909,2009,1293.17,0.2,8.3,16.4,-5.4,3.02,16.86,18.36,19.43
534SED001,-119.7994,38.4074,1909,2010,1817.64,0.1,7.6,15.1,-3.9,2.36,14.86,17.69,18.56
534SED001,-119.7994,38.4074,1909,2011,1261.53,-0.4,7.5,15.4,-5.4,2.44,16.80,19.00,20.18
534SED001,-119.7994,38.4074,1909,2012,1304.06,1.4,9.2,17.1,-5.7,3.11,17.86,18.53,19.57
534SED001,-119.7994,38.4074,1909,2013,463.67,0.0,8.4,16.8,-6.3,2.95,18.10,18.60,19.73
534SED001,-119.7994,38.4074,1909,2014,1012.18,1.7,9.7,17.7,-4.8,3.15,17.90,18.28,19.33
534SED001,-119.7994,38.4074,1909,2015,1018.43,1.4,9.3,17.2,-3.9,3.00,17.16,17.54,18.51
534SED001,-119.7994,38.4074,1909,2016,1445.55,1.3,9.1,16.8,-4.6,3.18,17.09,18.46,19.51
534SED001,-119.7994,38.4074,1909,2017,2256.73,1.0,8.6,16.2,-3.5,2.78,16.21,17.70,18.64
534SED001,-119.7994,38.4074,1909,2018,1140.13,0.7,8.8,16.8,-4.7,3.07,17.32,18.07,19.07
534SED001,-119.7994,38.4074,1909,2019,1742.04,0.0,7.6,15.2,-4.3,2.54,16.88,17.91,18.83
534SED001,-119.7994,38.4074,1909,2020,712.81,0.5,9.0,17.5,-5.4,3.24,18.79,18.48,19.56
534SED001,-119.7994,38.4074,1909,2021,1307.56,1.6,9.3,17.1,-4.6,2.91,17.72,18.39,19.43
534SED001,-119.7994,38.4074,1909,2022,887.84,1.1,8.7,16.3,-4.8,2.92,16.82,18.58,19.73
534SED001,-119.7994,38.4074,1909,2023,1678.40,0.2,7.2,14.3,-3.4,1.86,13.86,17.89,18.85
534SED001,-119.7994,38.4074,1909,2024,1303.65,1.3,8.9,16.4,-2.9,2.41,16.31,18.62,19.64
,,,,,,,,,,,,,
534ARC279,-119.8000,38.4024,1873,2006,1490.65,0.0,8.4,16.9,-4.9,2.64,17.94,18.34,18.36
534ARC279,-119.8000,38.4024,1873,2007,780.92,0.7,9.1,17.5,-5.7,3.33,18.56,19.02,19.06
534ARC279,-119.8000,38.4024,1873,2008,1119.72,0.5,8.6,16.8,-5.6,3.07,17.93,18.88,18.91
534ARC279,-119.8000,38.4024,1873,2009,1291.98,0.4,8.5,16.6,-5.0,2.98,17.13,18.50,18.52
534ARC279,-119.8000,38.4024,1873,2010,1811.44,0.1,7.7,15.3,-3.5,2.35,15.06,17.85,17.87
534ARC279,-119.8000,38.4024,1873,2011,1262.22,-0.2,7.8,15.7,-5.0,2.39,17.19,19.14,19.18
534ARC279,-119.8000,38.4024,1873,2012,1290.93,1.5,9.5,17.4,-5.3,3.11,18.34,18.73,18.76
534ARC279,-119.8000,38.4024,1873,2013,459.51,0.4,8.7,17.0,-6.0,3.10,18.44,18.74,18.77
534ARC279,-119.8000,38.4024,1873,2014,1002.24,1.8,9.9,18.0,-4.5,3.15,18.31,18.45,18.47
534ARC279,-119.8000,38.4024,1873,2015,1011.18,1.6,9.5,17.4,-3.6,3.01,17.50,17.68,17.68
534ARC279,-119.8000,38.4024,1873,2016,1452.77,1.5,9.3,17.1,-4.2,3.19,17.41,18.61,18.64
534ARC279,-119.8000,38.4024,1873,2017,2261.50,1.3,8.9,16.5,-3.2,2.81,16.52,17.85,17.86
534ARC279,-119.8000,38.4024,1873,2018,1145.01,0.9,9.0,17.1,-4.4,3.06,17.71,18.25,18.27
534ARC279,-119.8000,38.4024,1873,2019,1749.93,0.4,7.9,15.5,-3.9,2.60,17.34,18.08,18.10
534ARC279,-119.8000,38.4024,1873,2020,711.19,0.6,9.2,17.8,-5.0,3.20,19.12,18.61,18.63
534ARC279,-119.8000,38.4024,1873,2021,1311.52,1.7,9.5,17.3,-4.4,2.97,18.04,18.55,18.57
534ARC279,-119.8000,38.4024,1873,2022,899.14,1.2,8.8,16.5,-4.7,3.04,17.14,18.74,18.77
534ARC279,-119.8000,38.4024,1873,2023,1693.87,0.5,7.5,14.5,-3.2,1.98,14.05,18.03,18.02
534ARC279,-119.8000,38.4024,1873,2024,1301.90,1.5,9.1,16.7,-2.7,2.36,16.60,18.79,18.81
,,,,,,,,,,,,,
534SPC227,-120.2488,38.2009,1263,2006,1338.72,5.3,11.3,17.3,1.0,3.39,16.54,17.13,17.64
534SPC227,-120.2488,38.2009,1263,2007,711.24,5.5,11.9,18.2,-0.2,3.95,18.00,18.47,19.07
534SPC227,-120.2488,38.2009,1263,2008,870.69,6.5,12.6,18.7,-0.7,5.21,20.01,18.52,19.13
534SPC227,-120.2488,38.2009,1263,2009,1022.88,6.6,12.7,18.9,0.4,4.58,18.83,18.15,18.74
534SPC227,-120.2488,38.2009,1263,2010,1653.62,5.5,11.4,17.3,1.7,3.04,15.50,17.21,17.70
534SPC227,-120.2488,38.2009,1263,2011,1063.29,5.9,11.8,17.6,0.8,3.49,15.92,17.78,18.38
534SPC227,-120.2488,38.2009,1263,2012,1223.65,7.3,13.3,19.3,0.5,4.78,19.08,17.73,18.28
534SPC227,-120.2488,38.2009,1263,2013,328.11,7.5,13.6,19.7,-0.4,4.98,19.31,18.78,19.43
534SPC227,-120.2488,38.2009,1263,2014,910.91,7.9,14.0,20.0,0.8,4.86,19.33,18.23,18.80
534SPC227,-120.2488,38.2009,1263,2015,827.73,7.1,13.2,19.2,1.2,4.13,18.07,17.93,18.52
534SPC227,-120.2488,38.2009,1263,2016,1304.70,7.6,13.4,19.2,1.0,4.91,18.81,17.97,18.52
534SPC227,-120.2488,38.2009,1263,2017,1704.56,7.9,13.5,19.2,1.8,5.13,18.41,17.49,18.03
534SPC227,-120.2488,38.2009,1263,2018,973.84,7.7,13.5,19.4,0.7,4.83,18.34,18.23,18.81
534SPC227,-120.2488,38.2009,1263,2019,1527.56,6.5,12.2,17.9,1.5,3.79,16.27,17.54,18.07
534SPC227,-120.2488,38.2009,1263,2020,561.03,8.0,13.8,19.7,0.5,4.85,19.16,18.16,18.77
534SPC227,-120.2488,38.2009,1263,2021,922.85,9.4,14.6,19.9,1.1,5.39,19.91,18.62,19.20
534SPC227,-120.2488,38.2009,1263,2022,733.49,8.9,14.3,19.6,0.9,5.96,19.22,18.68,19.33
534SPC227,-120.2488,38.2009,1263,2023,1348.78,8.2,12.7,17.2,2.6,4.28,14.47,17.59,18.14
534SPC227,-120.2488,38.2009,1263,2024,1074.81,9.4,14.1,18.7,3.1,5.66,16.92,18.36,18.89
,,,,,,,,,,,,,
534STN075,-119.7521,38.3210,2042,2006,1473.76,-1.4,7.2,15.8,-5.7,2.51,16.44,17.16,18.21
534STN075,-119.7521,38.3210,2042,2007,805.37,-0.5,7.9,16.2,-6.4,3.04,16.83,17.70,18.91
534STN075,-119.7521,38.3210,2042,2008,1165.14,-0.9,7.3,15.5,-6.4,2.82,16.30,17.63,18.83
534STN075,-119.7521,38.3210,2042,2009,1347.13,-1.0,7.1,15.3,-5.8,2.76,15.65,17.27,18.42
534STN075,-119.7521,38.3210,2042,2010,1919.81,-1.1,6.5,14.1,-4.4,2.19,13.86,16.70,17.60
534STN075,-119.7521,38.3210,2042,2011,1305.92,-1.5,6.4,14.3,-5.8,2.30,15.74,17.99,19.32
534STN075,-119.7521,38.3210,2042,2012,1360.90,0.1,8.1,16.1,-6.1,2.90,16.62,17.49,18.61
534STN075,-119.7521,38.3210,2042,2013,503.77,-1.3,7.3,15.8,-6.7,2.61,17.06,17.59,18.82
534STN075,-119.7521,38.3210,2042,2014,1079.34,0.5,8.6,16.7,-5.4,2.86,16.82,17.21,18.32
534STN075,-119.7521,38.3210,2042,2015,1053.75,0.2,8.1,16.1,-4.4,2.63,16.04,16.48,17.47
534STN075,-119.7521,38.3210,2042,2016,1536.13,0.2,8.1,16.0,-5.1,2.89,16.35,17.44,18.57
534STN075,-119.7521,38.3210,2042,2017,2343.78,-0.2,7.6,15.4,-4.1,2.46,15.47,16.87,17.86
534STN075,-119.7521,38.3210,2042,2018,1213.55,-0.5,7.7,15.9,-5.2,2.70,16.38,17.09,18.13
534STN075,-119.7521,38.3210,2042,2019,1827.65,-1.3,6.4,14.2,-4.9,2.21,15.84,16.97,17.93
534STN075,-119.7521,38.3210,2042,2020,738.55,-0.9,7.8,16.4,-5.9,2.77,17.23,17.37,18.52
534STN075,-119.7521,38.3210,2042,2021,1292.39,0.6,8.3,16.0,-5.2,2.83,16.23,17.31,18.41
534STN075,-119.7521,38.3210,2042,2022,893.54,-0.2,7.6,15.4,-5.3,2.57,15.73,17.54,18.80
534STN075,-119.7521,38.3210,2042,2023,1707.37,-1.0,6.1,13.3,-3.9,1.59,12.84,16.92,17.93
534STN075,-119.7521,38.3210,2042,2024,1323.55,-0.7,7.3,15.3,-3.3,1.63,15.08,17.62,18.73
,,,,,,,,,,,,,
520BCBHRB,-121.7046,39.7275,130,2006,1097.47,9.1,16.7,24.2,6.9,2.42,25.06,16.52,16.68
520BCBHRB,-121.7046,39.7275,130,2007,652.70,8.4,16.6,24.8,5.8,2.50,25.96,17.55,17.74
520BCBHRB,-121.7046,39.7275,130,2008,596.12,8.7,16.6,24.4,5.1,3.37,26.08,17.40,17.58
520BCBHRB,-121.7046,39.7275,130,2009,747.64,8.9,16.6,24.3,6.1,2.86,24.98,17.34,17.52
520BCBHRB,-121.7046,39.7275,130,2010,1250.72,9.1,16.0,22.9,7.5,2.19,21.66,16.61,16.76
520BCBHRB,-121.7046,39.7275,130,2011,806.58,8.4,15.7,23.0,6.4,2.24,22.31,16.90,17.08
520BCBHRB,-121.7046,39.7275,130,2012,1078.53,9.1,16.7,24.3,6.0,3.10,25.20,17.17,17.35
520BCBHRB,-121.7046,39.7275,130,2013,258.34,8.6,16.8,25.0,4.9,3.17,26.45,17.94,18.15
520BCBHRB,-121.7046,39.7275,130,2014,992.64,10.5,18.1,25.6,6.7,3.29,26.95,16.80,16.96
520BCBHRB,-121.7046,39.7275,130,2015,435.48,10.1,17.8,25.4,6.9,3.09,26.30,17.46,17.64
520BCBHRB,-121.7046,39.7275,130,2016,1275.27,10.2,17.2,24.2,7.6,2.89,23.95,16.69,16.85
520BCBHRB,-121.7046,39.7275,130,2017,1083.36,10.3,17.4,24.6,7.4,3.15,25.27,16.73,16.89
520BCBHRB,-121.7046,39.7275,130,2018,734.34,9.6,17.1,24.6,6.2,3.26,25.04,16.97,17.13
520BCBHRB,-121.7046,39.7275,130,2019,1230.07,9.8,16.9,23.9,6.8,2.85,24.16,16.69,16.85
520BCBHRB,-121.7046,39.7275,130,2020,379.74,10.0,17.7,25.4,5.9,3.66,27.25,17.15,17.32
520BCBHRB,-121.7046,39.7275,130,2021,824.56,10.2,17.6,24.9,5.9,3.67,27.24,17.37,17.54
520BCBHRB,-121.7046,39.7275,130,2022,541.30,10.0,17.8,25.6,4.9,4.36,29.09,17.70,17.89
520BCBHRB,-121.7046,39.7275,130,2023,917.63,10.4,16.8,23.2,7.0,3.42,22.44,16.98,17.12
520BCBHRB,-121.7046,39.7275,130,2024,1189.57,11.6,17.9,24.1,7.8,4.25,23.42,16.83,16.97
,,,,,,,,,,,,,
521BTC303,-121.4648,40.1032,1712,2006,1814.84,1.7,8.4,15.1,-1.1,2.16,13.52,16.28,15.61
521BTC303,-121.4648,40.1032,1712,2007,1106.04,1.9,8.8,15.7,-1.8,2.16,14.10,17.38,16.60
521BTC303,-121.4648,40.1032,1712,2008,1208.76,1.7,8.7,15.7,-3.3,2.99,15.53,17.51,16.73
521BTC303,-121.4648,40.1032,1712,2009,1491.94,2.0,8.8,15.5,-3.0,3.07,15.10,17.27,16.51
521BTC303,-121.4648,40.1032,1712,2010,2231.76,1.4,7.8,14.3,-1.6,2.12,12.83,16.54,15.88
521BTC303,-121.4648,40.1032,1712,2011,1475.16,1.5,8.1,14.7,-2.6,2.15,13.29,16.74,16.00
521BTC303,-121.4648,40.1032,1712,2012,2129.16,2.3,9.0,15.6,-2.5,3.05,15.01,17.24,16.51
521BTC303,-121.4648,40.1032,1712,2013,467.64,2.8,9.6,16.5,-3.3,2.94,15.44,18.17,17.29
521BTC303,-121.4648,40.1032,1712,2014,1662.27,4.0,10.2,16.4,-1.5,2.89,15.08,17.33,16.57
521BTC303,-121.4648,40.1032,1712,2015,928.76,3.9,10.3,16.6,-1.5,2.83,15.20,17.37,16.58
521BTC303,-121.4648,40.1032,1712,2016,2374.77,2.9,9.2,15.6,-1.2,2.53,14.07,16.76,16.07
521BTC303,-121.4648,40.1032,1712,2017,2322.81,3.3,9.5,15.8,-1.5,2.87,14.98,16.84,16.14
521BTC303,-121.4648,40.1032,1712,2018,1280.94,2.9,9.4,15.9,-2.6,3.26,15.01,17.15,16.42
521BTC303,-121.4648,40.1032,1712,2019,2191.15,1.9,8.2,14.4,-1.7,2.39,12.88,16.74,16.06
521BTC303,-121.4648,40.1032,1712,2020,722.68,3.6,10.1,16.6,-2.6,3.20,16.12,17.43,16.64
521BTC303,-121.4648,40.1032,1712,2021,1318.62,3.2,9.8,16.3,-2.8,3.42,16.12,17.63,16.87
521BTC303,-121.4648,40.1032,1712,2022,943.97,3.3,9.7,16.1,-3.2,3.57,15.54,17.86,16.99
521BTC303,-121.4648,40.1032,1712,2023,1513.55,2.0,8.1,14.2,-1.7,2.14,12.77,17.17,16.42
521BTC303,-121.4648,40.1032,1712,2024,1924.29,0.8,7.8,14.9,-1.2,1.60,13.53,17.20,16.49
,,,,,,,,,,,,,
521BTCLBC,-121.6605,39.7864,188,2006,1322.27,9.2,16.7,24.1,6.1,3.07,25.59,16.58,16.32
521BTCLBC,-121.6605,39.7864,188,2007,743.94,8.7,16.6,24.6,5.1,3.13,26.34,17.51,17.24
521BTCLBC,-121.6605,39.7864,188,2008,724.67,8.8,16.7,24.5,4.4,3.93,26.95,17.40,17.11
521BTCLBC,-121.6605,39.7864,188,2009,904.01,9.0,16.6,24.3,5.1,3.51,26.13,17.15,16.88
521BTCLBC,-121.6605,39.7864,188,2010,1462.34,9.2,16.1,23.0,6.7,2.63,22.60,16.58,16.33
521BTCLBC,-121.6605,39.7864,188,2011,970.36,8.5,15.8,23.1,5.5,2.84,23.46,16.97,16.69
521BTCLBC,-121.6605,39.7864,188,2012,1279.58,9.2,16.7,24.3,5.1,3.71,26.13,17.22,16.96
521BTCLBC,-121.6605,39.7864,188,2013,316.57,8.8,16.9,25.1,4.0,3.87,27.45,17.92,17.62
521BTCLBC,-121.6605,39.7864,188,2014,1228.97,10.6,18.2,25.7,5.9,3.93,28.16,16.88,16.62
521BTCLBC,-121.6605,39.7864,188,2015,513.64,10.2,17.9,25.5,6.1,3.66,27.69,17.44,17.16
521BTCLBC,-121.6605,39.7864,188,2016,1663.37,10.2,17.3,24.3,6.7,3.42,25.34,16.73,16.48
521BTCLBC,-121.6605,39.7864,188,2017,1341.19,10.3,17.5,24.7,6.6,3.63,26.36,16.85,16.60
521BTCLBC,-121.6605,39.7864,188,2018,868.12,9.6,17.2,24.7,5.5,3.82,26.49,17.31,17.05
521BTCLBC,-121.6605,39.7864,188,2019,1446.20,9.8,16.9,24.0,6.1,3.34,25.48,16.49,16.23
521BTCLBC,-121.6605,39.7864,188,2020,468.58,10.1,17.9,25.6,5.1,4.37,28.90,17.22,16.93
521BTCLBC,-121.6605,39.7864,188,2021,995.09,10.4,17.9,25.3,5.1,4.31,29.60,17.42,17.16
521BTCLBC,-121.6605,39.7864,188,2022,638.57,10.3,18.1,25.9,4.1,5.05,31.08,17.74,17.43
521BTCLBC,-121.6605,39.7864,188,2023,1124.16,10.7,17.2,23.6,6.2,4.17,24.44,17.10,16.83
521BTCLBC,-121.6605,39.7864,188,2024,1463.29,11.8,18.0,24.2,7.0,4.88,24.58,17.04,16.79
,,,,,,,,,,,,,
521PS0161,-121.6191,39.9077,684,2006,2031.41,9.6,15.4,21.1,4.2,4.76,20.18,16.15,15.89
521PS0161,-121.6191,39.9077,684,2007,1062.61,9.3,15.6,21.9,3.3,4.61,20.80,17.29,17.00
521PS0161,-121.6191,39.9077,684,2008,1170.51,9.3,15.7,22.1,2.3,5.56,22.21,17.17,16.88
521PS0161,-121.6191,39.9077,684,2009,1513.01,9.5,15.5,21.5,2.9,5.45,20.84,16.93,16.65
521PS0161,-121.6191,39.9077,684,2010,2232.36,9.1,14.5,19.9,4.7,3.90,17.66,16.22,15.97
521PS0161,-121.6191,39.9077,684,2011,1481.45,8.9,14.4,19.9,3.4,4.22,17.62,16.62,16.33
521PS0161,-121.6191,39.9077,684,2012,2136.82,10.1,15.7,21.2,3.2,5.48,20.66,16.96,16.68
521PS0161,-121.6191,39.9077,684,2013,473.35,10.4,16.2,22.0,2.2,5.90,21.30,17.73,17.41
521PS0161,-121.6191,39.9077,684,2014,1739.71,11.4,17.2,22.9,4.1,5.69,22.65,16.87,16.60
521PS0161,-121.6191,39.9077,684,2015,829.23,10.7,16.9,23.0,4.1,5.20,22.70,17.24,16.94
521PS0161,-121.6191,39.9077,684,2016,2356.55,10.5,16.1,21.7,4.7,4.99,20.67,16.58,16.32
521PS0161,-121.6191,39.9077,684,2017,2197.64,10.7,16.4,22.0,4.6,5.30,21.61,16.50,16.23
521PS0161,-121.6191,39.9077,684,2018,1322.66,10.9,16.6,22.2,3.5,5.64,21.63,17.00,16.71
521PS0161,-121.6191,39.9077,684,2019,2191.74,10.2,15.6,21.0,4.3,4.60,19.43,16.34,16.07
521PS0161,-121.6191,39.9077,684,2020,720.07,11.6,17.1,22.5,3.2,6.56,22.48,17.04,16.73
521PS0161,-121.6191,39.9077,684,2021,1443.28,11.5,16.8,22.1,3.4,6.87,22.46,17.19,16.91
521PS0161,-121.6191,39.9077,684,2022,1014.18,11.4,16.9,22.4,2.3,7.11,23.36,17.68,17.36
521PS0161,-121.6191,39.9077,684,2023,1717.60,10.5,15.4,20.3,4.8,4.82,18.09,16.84,16.56
